"","X","Borne.de.sortie","Date.de.sortie","Date.de.retour","Borne.de.retour"
"41896",89295,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 14:03","6-10-16 14:13","251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA"
"41897",89296,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 9:34","6-10-16 9:41","249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA"
"41898",89297,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 12:38","6-10-16 12:45","245_9_DE_OCTUBRE_CIEZA"
"41899",89298,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 14:18","6-10-16 14:24","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41900",89299,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 21:25","6-10-16 21:31","265_C_ALCASSER_POETA_ALBERTO_LISTA"
"41901",89300,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 8:46","6-10-16 8:51","215_CALLE_MUSICO_AYLLON_ESQ_CALLE_FRANCISCO_DOLZ"
"41902",89301,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 11:47","6-10-16 11:52","215_CALLE_MUSICO_AYLLON_ESQ_CALLE_FRANCISCO_DOLZ"
"41903",89302,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 23:33","6-10-16 23:38","256_AVDA_TRES_FORQUES_TURIS"
"41904",89303,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 20:07","6-10-16 20:10","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41905",89304,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 12:58","6-10-16 13:02","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41906",89305,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 15:31","6-10-16 15:34","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41907",89306,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 16:07","6-10-16 16:09","217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ"
"41908",89307,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 18:57","6-10-16 19:00","217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ"
"41909",89308,"247_AVDA_TRES_CRUCES_MUSICO_AYLLON","6-10-16 18:04","6-10-16 18:07","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"41910",89309,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:47","6-10-16 12:16","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"41911",89310,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:48","6-10-16 12:16","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"41912",89311,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:23","6-10-16 11:51","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"41913",89312,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:23","6-10-16 11:51","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"41914",89313,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 17:21","6-10-16 17:47","83_PZA. DE LA LEGIÓN ESPAÑOLA"
"41915",89314,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:47","6-10-16 12:12","83_PZA. DE LA LEGIÓN ESPAÑOLA"
"41916",89315,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:31","6-10-16 19:55","153_C/ LLANO DE ZAIDA"
"41917",89316,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 13:40","6-10-16 14:02","187_AVDA_AUSIAS_MARCH"
"41918",89317,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:48","6-10-16 20:10","187_AVDA_AUSIAS_MARCH"
"41919",89318,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 8:17","6-10-16 8:39","226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS"
"41920",89319,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 7:31","6-10-16 7:51","188_HOSPITAL_NUEVA_FE"
"41921",89320,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 8:53","6-10-16 9:10","146_AVDA. CAMPANAR"
"41922",89321,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 20:23","6-10-16 20:40","190_CTRA_MALILLA"
"41923",89322,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 13:17","6-10-16 13:34","190_CTRA_MALILLA"
"41924",89323,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 16:20","6-10-16 16:37","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"41925",89324,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 15:06","6-10-16 15:22","143_AVDA. MENENDEZ PIDAL"
"41926",89325,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:17","6-10-16 14:31","197_CALLE_FONTANARS_DELS_AFORINS"
"41927",89326,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:50","6-10-16 12:04","026_CALLE_SAN_JOSE_DE_CALASANZ"
"41928",89327,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 0:19","6-10-16 0:32","141_C/ GREGORIO GEA (PEATONAL)"
"41929",89328,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 23:33","6-10-16 23:45","224_PLAZA_JOSE_MONFORTE_TUDELA_ESQ_CALLE_HERNANDEZ"
"41930",89329,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:05","6-10-16 14:17","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"41931",89330,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 13:27","6-10-16 13:39","245_9_DE_OCTUBRE_CIEZA"
"41932",89331,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 7:21","6-10-16 7:31","219_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_VELAZQUEZ"
"41933",89332,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:21","6-10-16 14:33","251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA"
"41934",89333,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 12:17","6-10-16 12:26","157_AVENIDA_PEREZ_GALDOS"
"41935",89334,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:15","6-10-16 14:24","208_CALLE_CARTEROS_ESQ_CALLE_MOSSEN_FEBRER"
"41936",89335,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:54","6-10-16 20:03","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"41937",89336,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 21:15","6-10-16 21:24","264_AVDA_CID_ANTES_MARCONI"
"41938",89337,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 11:46","6-10-16 11:54","265_C_ALCASSER_POETA_ALBERTO_LISTA"
"41939",89338,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 13:54","6-10-16 14:01","265_C_ALCASSER_POETA_ALBERTO_LISTA"
"41940",89339,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:30","6-10-16 14:38","211_CALLE_FRAY_JUNÍPERO_SERRA_ESQ_CALLE_VALL_D'UIX"
"41941",89340,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 20:35","6-10-16 20:41","250_AVDA_TRES_CRUCES_PIO_XI"
"41942",89341,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:05","6-10-16 14:12","250_AVDA_TRES_CRUCES_PIO_XI"
"41943",89342,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:55","6-10-16 20:01","251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA"
"41944",89343,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 14:12","6-10-16 14:18","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"41945",89344,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 21:03","6-10-16 21:08","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41946",89345,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 13:41","6-10-16 13:47","265_C_ALCASSER_POETA_ALBERTO_LISTA"
"41947",89346,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 15:07","6-10-16 15:13","250_AVDA_TRES_CRUCES_PIO_XI"
"41948",89347,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 15:06","6-10-16 15:11","211_CALLE_FRAY_JUNÍPERO_SERRA_ESQ_CALLE_VALL_D'UIX"
"41949",89348,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 18:57","6-10-16 19:01","217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ"
"41950",89349,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 17:05","6-10-16 17:10","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"41951",89350,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:19","6-10-16 19:23","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
"41952",89351,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 19:56","6-10-16 20:01","246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL"
"41953",89352,"248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA","6-10-16 7:57","6-10-16 8:00","262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO"
"41954",89353,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 16:29","6-10-16 16:55","153_C/ LLANO DE ZAIDA"
"41955",89354,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 15:29","6-10-16 15:51","258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO"
"41956",89355,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:17","6-10-16 7:37","183_AVDA_AUSIAS_MARCH"
"41957",89356,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:31","6-10-16 7:50","34_AVDA. ANTIGUO REINO DE VALENCIA"
"41958",89357,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 21:27","6-10-16 21:46","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"41959",89358,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 14:41","6-10-16 14:56","198_CALLE_FONTANARS_DELS_AFORINS"
"41960",89359,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 18:09","6-10-16 18:25","185_AVDA_AUSIAS_MARCH"
"41961",89360,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 10:37","6-10-16 10:51","221_AVDA_MANUEL_DE_FALLA_ESQ_CALLE_HERNANDEZ_LAZAR"
"41962",89361,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 17:12","6-10-16 17:24","264_AVDA_CID_ANTES_MARCONI"
"41963",89362,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:46","6-10-16 7:58","194_ESTACION_AVE_JOAQUIN_SOROLLA"
"41964",89363,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 18:04","6-10-16 18:15","017_ESTACION RENFE I"
"41965",89364,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 14:18","6-10-16 14:29","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"41966",89365,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 15:16","6-10-16 15:26","249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA"
"41967",89366,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 18:23","6-10-16 18:33","245_9_DE_OCTUBRE_CIEZA"
"41968",89367,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 20:07","6-10-16 20:16","264_AVDA_CID_ANTES_MARCONI"
"41969",89368,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:40","6-10-16 7:49","262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO"
"41970",89369,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 20:33","6-10-16 20:42","256_AVDA_TRES_FORQUES_TURIS"
"41971",89370,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 4:17","6-10-16 4:26","264_AVDA_CID_ANTES_MARCONI"
"41972",89371,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 10:48","6-10-16 10:57","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"41973",89372,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 15:27","6-10-16 15:35","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"41974",89373,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 11:14","6-10-16 11:21","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"41975",89374,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 14:24","6-10-16 14:31","197_CALLE_FONTANARS_DELS_AFORINS"
"41976",89375,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 21:13","6-10-16 21:19","197_CALLE_FONTANARS_DELS_AFORINS"
"41977",89376,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 19:42","6-10-16 19:49","246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL"
"41978",89377,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 17:34","6-10-16 17:40","217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ"
"41979",89378,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:42","6-10-16 7:48","262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO"
"41980",89379,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 16:55","6-10-16 16:59","251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA"
"41981",89380,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 15:14","6-10-16 15:18","253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO"
"41982",89381,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 10:18","6-10-16 10:22","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"41983",89382,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 9:52","6-10-16 9:57","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
"41984",89383,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 15:37","6-10-16 15:41","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"41985",89384,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:45","6-10-16 7:47","262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO"
"41986",89385,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:25","6-10-16 7:27","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"41987",89386,"249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA","6-10-16 7:48","6-10-16 7:49","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"41988",89387,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 19:27","6-10-16 20:23","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"41989",89388,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:05","6-10-16 8:27","004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA"
"41990",89389,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:50","6-10-16 8:11","187_AVDA_AUSIAS_MARCH"
"41991",89390,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:48","6-10-16 19:09","241_VALL_DE_ALBAIDA_PEATONAL"
"41992",89391,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:42","6-10-16 7:59","027_CALLE_SAN_VICENTE_MARTIR_129"
"41993",89392,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 12:21","6-10-16 12:35","025_CALLE_DEL_ALBERIC"
"41994",89393,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:20","6-10-16 18:35","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"41995",89394,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:37","6-10-16 18:53","027_CALLE_SAN_VICENTE_MARTIR_129"
"41996",89395,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 1:18","6-10-16 1:32","082_GUILLEN_DE_CASTRO_TORRES_DE_QUART"
"41997",89396,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:37","6-10-16 8:51","265_C_ALCASSER_POETA_ALBERTO_LISTA"
"41998",89397,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 19:39","6-10-16 19:52","187_AVDA_AUSIAS_MARCH"
"41999",89398,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:01","6-10-16 8:14","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"42000",89399,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:13","6-10-16 20:25","201_AVDA_PEREZ_GALDOS"
"42001",89400,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:38","6-10-16 18:50","182_AVDA_AUSIAS_MARCH"
"42002",89401,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:55","6-10-16 8:08","022_JUAN_LLORENS_57"
"42003",89402,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:17","6-10-16 7:28","217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ"
"42004",89403,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 14:30","6-10-16 14:41","058_PLAZA DE ESPAÑA"
"42005",89404,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:33","6-10-16 8:44","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42006",89405,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 13:58","6-10-16 14:09","214_CALLE_SANTA_CRUZ_DE_TENERIFE_ESQ_CALLE_LLOMBA"
"42007",89406,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:55","6-10-16 19:03","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
"42008",89407,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 19:10","6-10-16 19:17","246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL"
"42009",89408,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 15:02","6-10-16 15:10","262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO"
"42010",89409,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:20","6-10-16 18:27","256_AVDA_TRES_FORQUES_TURIS"
"42011",89410,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:42","6-10-16 20:49","209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA"
"42012",89411,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:26","6-10-16 7:33","199_CALLE_BEATO_NICOLAS_FACTOR"
"42013",89412,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:31","6-10-16 20:39","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42014",89413,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:38","6-10-16 20:45","259_CALLE_PIO_IX_POLIDEPORTIVO_RAMBLETA"
"42015",89414,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 15:47","6-10-16 15:54","215_CALLE_MUSICO_AYLLON_ESQ_CALLE_FRANCISCO_DOLZ"
"42016",89415,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 16:14","6-10-16 16:20","199_CALLE_BEATO_NICOLAS_FACTOR"
"42017",89416,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:44","6-10-16 7:50","256_AVDA_TRES_FORQUES_TURIS"
"42018",89417,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 9:54","6-10-16 10:00","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"42019",89418,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 15:29","6-10-16 15:35","199_CALLE_BEATO_NICOLAS_FACTOR"
"42020",89419,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:51","6-10-16 8:56","198_CALLE_FONTANARS_DELS_AFORINS"
"42021",89420,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:08","6-10-16 20:13","254_AVDA_DR_TOMAS_SALA_CARTEROS"
"42022",89421,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 21:44","6-10-16 21:49","198_CALLE_FONTANARS_DELS_AFORINS"
"42023",89422,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 17:04","6-10-16 17:09","198_CALLE_FONTANARS_DELS_AFORINS"
"42024",89423,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:40","6-10-16 8:44","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42025",89424,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 14:36","6-10-16 14:40","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
"42026",89425,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:56","6-10-16 8:00","198_CALLE_FONTANARS_DELS_AFORINS"
"42027",89426,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:42","6-10-16 7:46","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42028",89427,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 18:11","6-10-16 18:14","212_CALLE_FRAY_JUANÍPERO_SERRA_ESQ_CALLE_TORRENTE"
"42029",89428,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 13:32","6-10-16 13:35","249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA"
"42030",89429,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:00","6-10-16 8:03","198_CALLE_FONTANARS_DELS_AFORINS"
"42031",89430,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 8:07","6-10-16 8:09","210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY"
"42032",89431,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 20:32","6-10-16 20:34","252_DE_LOS_GREMIOS_CAMPOS_CRESPO"
"42033",89432,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:55","6-10-16 7:57","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42034",89433,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:51","6-10-16 7:54","248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA"
"42035",89434,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 7:50","6-10-16 7:51","250_AVDA_TRES_CRUCES_PIO_XI"
"42036",89435,"250_AVDA_TRES_CRUCES_PIO_XI","6-10-16 13:57","6-10-16 13:58","250_AVDA_TRES_CRUCES_PIO_XI"
"42037",89436,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 8:05","6-10-16 8:25","011_PZA_AYTO_CON_CALLE_COTANDA"
"42038",89437,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 14:53","6-10-16 15:08","143_AVDA. MENENDEZ PIDAL"
"42039",89438,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 12:43","6-10-16 12:58","058_PLAZA DE ESPAÑA"
"42040",89439,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 8:37","6-10-16 8:49","245_9_DE_OCTUBRE_CIEZA"
"42041",89440,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 18:36","6-10-16 18:46","198_CALLE_FONTANARS_DELS_AFORINS"
"42042",89441,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 17:17","6-10-16 17:26","263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA"
"42043",89442,"251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA","6-10-16 15:09","6-10-16 15:18","247_AVDA_TRES_CRUCES_MUSICO_AYLLON"
